transaction_id,seller_id,buyer_id,transaction_amount,item_category,transaction_date,seller_feedback_score,seller_account_age_days,num_transactions_last_7d,num_transactions_last_30d,dispute_rate,return_rate,num_policy_violations,buyer_feedback_given,login_hour,unique_items_listed,avg_item_price,is_fraud
TXN006609,S04748,B01660,61.96,Electronics,2024-04-16 12:26:00,89,2660,3,21,0.0332,0.0144,0,0,18,13,46.15,0
TXN002821,S01085,B03445,110.73,Home,2024-09-26 08:29:00,84,575,8,4,0.0191,0.0837,0,1,13,46,31.9,0
TXN007536,S02003,B02501,68.37,Electronics,2024-12-15 16:15:00,83,3368,1,35,0.0952,0.0243,0,0,9,19,51.27,0
TXN002261,S03808,B06188,30.87,Electronics,2024-10-22 18:41:00,82,1711,2,30,0.0269,0.0175,0,1,18,49,45.15,0
TXN002240,S03400,B03258,206.89,Collectibles,2024-04-02 18:08:00,81,3079,9,23,0.0786,0.1173,0,0,22,4,52.9,0
TXN006022,S03461,B06851,69.45,Collectibles,2024-12-08 02:21:00,94,1566,1,25,0.0371,0.0992,0,0,22,35,10.02,0
TXN000783,S02365,B01142,141.27,Electronics,2024-02-10 13:38:00,89,1848,9,8,0.0219,0.2038,0,1,10,45,19.81,0
TXN000933,S04473,B01109,21.13,Toys,2024-06-30 21:49:00,99,3005,7,7,0.0262,0.0388,0,1,10,23,77.32,0
TXN006203,S03068,B01827,58.89,Electronics,2024-03-13 07:11:00,89,684,6,35,0.0534,0.0386,0,1,21,28,29.44,0
TXN002413,S03539,B03147,22.52,Sports,2024-01-21 23:04:00,94,2302,6,33,0.0556,0.0099,0,1,17,24,56.47,0
TXN006998,S04915,B07981,86.74,Clothing,2024-10-28 15:40:00,92,1652,9,15,0.0633,0.0663,0,1,16,24,44.37,0
TXN009116,S05681,B09651,539.52,Collectibles,2024-03-24 04:36:00,29,22,51,105,0.2471,0.4743,1,1,23,401,71.99,1
TXN001157,S02719,B04666,14.45,Clothing,2024-07-18 21:57:00,80,327,2,23,0.081,0.0154,0,1,13,42,29.16,0
TXN008108,S01371,B04685,33.78,Home,2024-09-25 12:29:00,87,1761,2,17,0.057,0.073,0,1,10,35,50.85,0
TXN005806,S03911,B07639,19.96,Electronics,2024-05-05 04:43:00,98,3483,5,7,0.0563,0.0295,0,1,7,7,64.59,0
TXN004880,S02970,B01104,44.03,Electronics,2024-08-25 13:58:00,84,2525,2,13,0.0174,0.1844,0,1,15,43,24.98,0
TXN003310,S01536,B03722,119.59,Toys,2024-07-01 13:22:00,94,317,7,19,0.0411,0.0201,0,1,10,22,71.38,0
TXN008962,S03712,B05343,9.09,Toys,2024-06-30 22:47:00,89,3290,2,17,0.0133,0.0693,0,1,14,9,41.68,0
TXN001703,S02901,B02130,50.11,Sports,2024-11-25 08:27:00,89,2319,1,21,0.0166,0.2156,0,1,9,46,43.71,0
TXN002493,S03936,B07694,20.86,Sports,2024-04-29 06:43:00,80,1311,2,38,0.0266,0.0955,0,1,7,29,27.89,0
TXN003707,S02416,B05542,63.64,Clothing,2024-12-31 12:33:00,93,3032,3,38,0.0312,0.1345,0,1,12,46,18.15,0
TXN008277,S02292,B01124,151.27,Clothing,2024-12-28 10:08:00,83,557,6,11,0.0318,0.156,1,0,19,28,22.59,0
TXN000287,S01698,B01918,49.84,Clothing,2024-07-11 12:45:00,87,2099,9,14,0.023,0.0005,0,1,12,16,42.66,0
TXN001609,S02625,B05598,11.6,Clothing,2024-07-03 00:27:00,88,3256,9,26,0.0601,0.0832,0,0,12,9,122.91,0
TXN006632,S04996,B05087,137.56,Collectibles,2024-12-14 18:49:00,95,2078,4,31,0.0888,0.0117,0,0,19,29,17.99,0
TXN008279,S01380,B03753,123.66,Clothing,2024-09-22 07:08:00,93,1612,9,21,0.0572,0.0973,0,1,17,11,84.62,0
TXN007316,S02977,B01837,64.15,Clothing,2024-10-28 16:43:00,91,1063,9,21,0.0252,0.0027,0,1,13,23,24.82,0
TXN002253,S04738,B04460,11.02,Electronics,2024-01-31 06:52:00,91,406,8,14,0.0361,0.0129,0,0,21,45,38.84,0
TXN007416,S01359,B01499,32.37,Toys,2024-08-10 23:51:00,98,3178,6,26,0.106,0.1571,0,1,10,36,85.96,0
TXN008366,S01643,B04470,16.85,Home,2024-01-31 05:38:00,84,3440,5,33,0.0406,0.0281,0,0,12,21,96.06,0
TXN001892,S01097,B04362,109.34,Home,2024-10-26 15:59:00,88,3075,9,25,0.0189,0.0921,0,0,18,18,60.78,0
TXN005063,S03750,B01549,18.59,Collectibles,2024-10-31 08:33:00,97,1902,2,33,0.032,0.001,0,1,7,41,93.88,0
TXN006121,S03434,B04556,51.87,Home,2024-02-07 10:49:00,86,528,1,35,0.0336,0.2242,0,1,21,23,52.55,0
TXN000564,S03352,B08591,12.94,Collectibles,2024-05-20 19:40:00,96,1699,1,6,0.0572,0.0842,0,0,21,35,25.73,0
TXN000292,S02589,B05961,29.57,Clothing,2024-03-02 18:50:00,83,3600,8,19,0.0393,0.0805,0,1,14,49,242.33,0
TXN004717,S02178,B04464,109.92,Sports,2024-01-07 18:53:00,80,1567,8,28,0.1151,0.0266,0,1,11,15,18.64,0
TXN007709,S04565,B04085,45.44,Toys,2024-01-06 00:49:00,87,2352,3,21,0.0394,0.0044,0,1,13,44,21.44,0
TXN006350,S01204,B03538,37.26,Books,2024-11-17 23:49:00,90,1454,5,29,0.0031,0.0156,0,1,19,48,89.53,0
TXN000170,S02751,B06596,58.71,Clothing,2024-12-15 07:42:00,95,1215,7,26,0.0089,0.1232,0,1,12,34,26.36,0
TXN000268,S02631,B07001,56.25,Home,2024-08-24 05:03:00,98,3128,5,26,0.148,0.0237,0,1,18,20,38.89,0
TXN004639,S04705,B06985,126.95,Clothing,2024-09-26 04:46:00,90,3512,4,7,0.0178,0.0333,1,1,20,45,103.42,0
TXN007078,S01307,B05678,13.36,Clothing,2024-02-04 15:32:00,98,800,6,21,0.0546,0.0197,0,0,14,14,415.71,0
TXN003356,S02122,B01968,19.01,Clothing,2024-05-03 04:47:00,96,788,3,28,0.0454,0.0251,0,1,18,25,47.36,0
TXN008280,S01117,B02919,53.39,Books,2024-03-17 00:51:00,85,1954,3,17,0.0016,0.0515,0,1,21,21,75.83,0
TXN000316,S04908,B03568,34.55,Toys,2024-05-03 23:26:00,86,2744,2,29,0.0341,0.031,0,1,16,42,59.7,0
TXN006729,S04634,B04916,7.17,Clothing,2024-04-06 22:07:00,84,2158,7,26,0.0957,0.0037,0,1,19,15,91.46,0
TXN009496,S05433,B09123,202.52,Electronics,2024-05-23 13:25:00,13,88,20,130,0.2821,0.207,0,0,23,441,144.56,1
TXN004068,S02067,B02161,62.44,Home,2024-08-24 18:02:00,86,1268,1,15,0.029,0.1883,0,1,19,14,62.61,0
TXN000246,S02306,B01512,53.32,Electronics,2024-03-11 04:14:00,90,2971,3,35,0.1606,0.1562,0,1,14,22,69.17,0
TXN000253,S01709,B02706,31.42,Clothing,2024-10-26 22:01:00,90,519,5,7,0.0024,0.0559,0,1,19,30,58.31,0
TXN001112,S01165,B01255,42.47,Clothing,2024-10-04 20:03:00,96,421,1,12,0.0204,0.0318,0,1,19,12,44.23,0
TXN004802,S04170,B08585,47.18,Clothing,2024-10-14 00:09:00,96,1268,2,38,0.0077,0.0934,0,1,8,32,52.54,0
TXN001714,S01832,B04622,52.75,Electronics,2024-06-15 08:16:00,84,2663,5,7,0.0332,0.0491,0,0,19,35,69.23,0
TXN000051,S03734,B07221,29.42,Clothing,2024-01-25 03:09:00,81,2931,9,38,0.0606,0.2203,0,1,16,43,43.9,0
TXN001836,S03081,B01922,58.24,Electronics,2024-07-29 14:02:00,90,215,9,7,0.0339,0.0465,0,0,12,3,63.64,0
TXN007897,S01162,B07187,36.7,Electronics,2024-11-15 20:26:00,88,1163,3,19,0.0377,0.0403,0,1,19,34,28.77,0
TXN003384,S04134,B08159,54.87,Clothing,2024-11-03 03:49:00,95,1836,3,21,0.0239,0.0091,0,0,13,8,109.71,0
TXN006411,S01658,B05975,62.84,Home,2024-10-02 18:08:00,82,2094,5,21,0.0673,0.0534,0,1,11,34,29.68,0
TXN004314,S04693,B04203,60.78,Home,2024-03-06 10:24:00,87,1197,1,14,0.063,0.0022,0,1,12,43,181.09,0
TXN000873,S04486,B05555,36.94,Collectibles,2024-05-07 05:52:00,93,3606,4,15,0.1261,0.0852,0,1,9,25,73.34,0
TXN001255,S01125,B06055,21.4,Electronics,2024-12-12 05:59:00,91,799,5,3,0.0028,0.0358,0,1,18,33,102.59,0
TXN008882,S01190,B02660,138.63,Electronics,2024-06-09 21:00:00,81,1389,7,36,0.0117,0.0696,0,1,15,32,243.62,0
TXN005852,S01451,B07766,52.99,Electronics,2024-03-17 00:21:00,97,1893,6,5,0.1051,0.1743,0,1,14,41,40.05,0
TXN005703,S03749,B03528,29.63,Collectibles,2024-01-18 20:17:00,86,1914,1,16,0.0247,0.0315,0,1,19,9,96.15,0
TXN008104,S01609,B06173,57.17,Home,2024-03-26 08:57:00,86,692,2,35,0.0129,0.0159,0,1,7,23,25.72,0
TXN002099,S03864,B06055,271.39,Sports,2024-04-02 16:25:00,99,3612,1,19,0.0986,0.0299,0,0,18,32,67.74,0
TXN005129,S03448,B05219,20.32,Clothing,2024-12-06 05:19:00,91,1120,1,17,0.0199,0.1226,0,1,18,16,11.97,0
TXN000249,S01972,B04331,38.18,Clothing,2024-07-31 13:21:00,90,2394,7,29,0.0216,0.0245,0,1,19,4,31.45,0
TXN006562,S01857,B07553,73.93,Electronics,2024-08-12 23:09:00,91,1211,6,23,0.0342,0.0484,0,0,8,11,27.35,0
TXN001340,S04097,B08892,128.19,Sports,2024-09-30 12:13:00,93,1066,5,4,0.0673,0.005,0,0,11,1,98.54,0
TXN007018,S03924,B01890,54.5,Collectibles,2024-12-16 04:37:00,80,3450,5,10,0.0125,0.1157,0,1,15,19,109.86,0
TXN002111,S01806,B05071,128.78,Sports,2024-02-05 07:24:00,82,554,7,30,0.0191,0.0574,0,1,9,13,66.8,0
TXN001570,S01050,B04350,93.89,Clothing,2024-10-17 01:11:00,90,1249,5,37,0.1525,0.0258,0,0,16,45,23.07,0
TXN001727,S03626,B04957,40.41,Electronics,2024-09-30 20:50:00,87,3636,6,24,0.0132,0.3183,0,1,12,21,45.43,0
TXN008385,S02834,B03068,27.52,Toys,2024-08-05 05:15:00,93,2304,4,34,0.0706,0.0461,0,1,8,6,166.09,0
TXN006941,S03500,B08640,20.79,Toys,2024-01-01 20:02:00,83,1936,5,37,0.0369,0.0738,1,1,12,23,24.84,0
TXN004396,S02928,B04175,99.16,Collectibles,2024-06-09 03:02:00,84,2764,5,10,0.008,0.0146,0,0,15,45,44.07,0
TXN002421,S04676,B03013,31.84,Toys,2024-02-24 20:36:00,84,2553,7,23,0.0241,0.0186,0,0,21,28,30.69,0
TXN003046,S02316,B06538,44.06,Home,2024-03-23 22:29:00,82,3234,1,7,0.058,0.0724,0,1,7,13,119.05,0
TXN005504,S04115,B08795,65.72,Electronics,2024-12-08 03:22:00,92,1450,3,25,0.0605,0.1016,0,1,14,34,23.98,0
TXN003704,S03984,B04400,103.04,Clothing,2024-10-31 07:22:00,95,318,9,35,0.026,0.0167,0,1,10,21,61.82,0
TXN008192,S02795,B08388,30.67,Home,2024-11-27 07:04:00,80,1987,9,26,0.0081,0.1155,0,1,19,40,9.94,0
TXN005332,S02102,B06577,47.48,Electronics,2024-11-30 07:33:00,89,396,2,19,0.0719,0.023,0,0,8,12,74.25,0
TXN009809,S05314,B09397,103.07,Collectibles,2024-09-28 15:10:00,10,28,34,130,0.6064,0.1254,3,0,3,321,128.66,1
TXN000448,S01225,B04168,59.16,Sports,2024-06-17 21:54:00,90,3365,4,31,0.0979,0.1359,0,1,22,30,36.49,0
TXN007895,S02182,B03196,170.08,Sports,2024-03-25 12:48:00,88,508,9,37,0.0287,0.1192,0,1,11,34,83.67,0
TXN008729,S02767,B06838,83.5,Toys,2024-11-14 18:37:00,89,1281,2,7,0.0531,0.0196,0,1,7,19,20.62,0
TXN007829,S02683,B06771,51.75,Home,2024-07-12 10:30:00,95,1600,7,5,0.0205,0.1014,0,1,9,25,47.53,0
TXN001769,S03862,B04990,63.04,Clothing,2024-05-28 14:46:00,91,3087,2,38,0.017,0.21,0,1,15,17,31.52,0
TXN006809,S04609,B04036,79.79,Collectibles,2024-07-05 01:30:00,90,1160,8,36,0.0852,0.0292,0,1,20,46,22.8,0
TXN004705,S02900,B06019,61.69,Electronics,2024-03-14 17:59:00,96,3021,2,39,0.0255,0.1718,0,1,11,17,83.32,0
TXN003870,S04145,B07554,142.96,Collectibles,2024-08-03 17:28:00,91,910,1,23,0.0115,0.0321,0,0,13,28,31.94,0
TXN001656,S03608,B03770,69.74,Collectibles,2024-12-01 15:36:00,90,838,8,6,0.0052,0.0589,0,1,9,15,77.76,0
TXN003188,S04613,B07598,28.02,Electronics,2024-02-18 19:48:00,94,1328,8,24,0.0233,0.0138,0,1,17,11,53.79,0
TXN000684,S02348,B04142,48.7,Electronics,2024-03-17 10:05:00,84,1502,6,28,0.0369,0.0389,0,1,17,47,28.96,0
TXN004171,S01929,B03587,56.53,Clothing,2024-01-04 02:55:00,96,3275,5,20,0.0238,0.0231,0,1,19,5,18.9,0
TXN004478,S01700,B01252,217.35,Home,2024-09-27 21:38:00,81,2182,8,14,0.0902,0.073,0,1,15,10,29.24,0
TXN000462,S01546,B01566,39.72,Toys,2024-05-05 16:26:00,92,2342,8,6,0.0052,0.0022,0,1,8,18,42.41,0
TXN005765,S04167,B05099,79.97,Sports,2024-05-27 06:21:00,96,271,6,27,0.0145,0.0383,0,1,13,32,82.45,0
TXN007523,S02272,B03703,29.7,Clothing,2024-06-19 08:47:00,99,3138,1,23,0.0642,0.0086,0,1,12,36,181.92,0
TXN004503,S02572,B04181,241.74,Electronics,2024-09-20 04:26:00,80,3215,2,24,0.0205,0.1055,0,0,14,39,114.09,0
TXN009710,S05820,B09241,38.72,Collectibles,2024-10-03 16:46:00,35,15,56,90,0.689,0.5331,2,0,4,97,287.49,1
TXN000319,S01197,B02867,134.69,Clothing,2024-11-26 22:31:00,87,3272,6,31,0.0557,0.0147,1,0,22,42,66.54,0
TXN001146,S04734,B04172,26.03,Sports,2024-01-22 07:13:00,92,1820,9,38,0.0485,0.0581,0,1,21,48,73.98,0
TXN005095,S02111,B01680,22.06,Books,2024-09-14 05:48:00,83,2105,4,33,0.0131,0.0297,0,1,19,9,48.05,0
TXN001394,S04490,B06649,23.87,Clothing,2024-09-27 00:23:00,80,529,5,11,0.0311,0.0487,0,0,9,38,37.11,0
TXN006624,S03949,B05760,62.67,Electronics,2024-06-02 19:26:00,92,1531,1,10,0.0473,0.0158,0,1,20,15,24.85,0
TXN001502,S01814,B03044,159.29,Sports,2024-12-17 20:41:00,92,2351,6,37,0.045,0.0136,0,1,15,43,21.75,0
TXN006409,S04484,B08022,186.61,Electronics,2024-12-20 04:20:00,91,2826,4,32,0.0322,0.222,0,1,21,25,55.93,0
TXN000377,S04062,B07712,45.14,Books,2024-03-04 14:44:00,94,3516,8,22,0.0638,0.0094,0,1,19,17,131.26,0
TXN000411,S03869,B04462,58.15,Clothing,2024-05-02 22:10:00,94,717,6,5,0.0536,0.0491,0,0,13,9,19.61,0
TXN001661,S01989,B01151,62.7,Home,2024-01-20 12:56:00,99,3622,2,15,0.0623,0.0293,0,1,7,22,30.52,0
TXN003152,S02195,B08259,28.2,Sports,2024-03-14 06:19:00,91,594,2,5,0.038,0.0845,1,0,21,45,93.01,0
TXN001624,S02202,B08857,139.44,Collectibles,2024-02-01 04:48:00,89,915,6,39,0.0341,0.0283,0,1,16,24,26.22,0
TXN005610,S03374,B06672,27.44,Clothing,2024-07-25 19:53:00,80,1242,2,28,0.0824,0.0513,0,1,19,11,226.64,0
TXN008533,S02362,B05707,100.38,Clothing,2024-09-18 09:09:00,99,2010,7,6,0.0387,0.0303,0,1,9,2,69.62,0
TXN005803,S04854,B04130,129.14,Electronics,2024-03-29 09:19:00,89,1099,9,34,0.0465,0.1138,0,1,11,12,32.43,0
TXN005307,S04299,B05696,221.39,Clothing,2024-01-27 12:49:00,91,1600,8,30,0.014,0.1226,0,0,9,5,30.2,0
TXN007087,S04558,B03106,48.84,Clothing,2024-11-06 07:47:00,91,244,6,7,0.1562,0.1073,0,1,20,34,16.05,0
TXN008898,S01787,B04344,28.91,Toys,2024-10-02 02:13:00,81,3189,5,34,0.0187,0.0473,0,0,11,10,57.71,0
TXN007489,S01071,B03604,143.41,Collectibles,2024-08-25 02:08:00,96,2197,6,12,0.0516,0.153,0,1,19,5,34.97,0
TXN009616,S05518,B09391,1153.22,Collectibles,2024-03-29 19:46:00,36,79,34,135,0.6923,0.2726,2,0,0,439,19.7,1
TXN009218,S05750,B09145,308.72,Electronics,2024-02-27 15:12:00,54,47,72,83,0.6734,0.3176,1,0,5,414,447.49,1
TXN001673,S02500,B04127,81.47,Clothing,2024-09-05 16:55:00,85,2576,8,9,0.0911,0.0105,0,1,22,44,84.29,0
TXN002359,S01737,B06761,9.91,Clothing,2024-05-04 00:02:00,83,2025,5,37,0.0052,0.0718,0,1,21,28,43.17,0
TXN008468,S01171,B01482,55.81,Clothing,2024-12-30 08:10:00,94,655,2,6,0.0174,0.1498,0,0,17,26,45.48,0
TXN000275,S03489,B06137,53.0,Clothing,2024-04-24 20:04:00,91,1231,8,30,0.1362,0.0173,0,0,17,43,15.82,0
TXN002474,S04566,B08856,34.89,Collectibles,2024-01-26 17:25:00,88,716,3,30,0.1081,0.0636,0,1,20,6,82.25,0
TXN005490,S03019,B05019,39.89,Toys,2024-05-22 04:06:00,98,3498,6,3,0.1203,0.0331,0,1,20,19,21.86,0
TXN004772,S02377,B05484,58.33,Home,2024-11-07 20:33:00,85,968,4,36,0.0916,0.0661,0,1,13,48,55.72,0
TXN002108,S01938,B02559,5.82,Electronics,2024-09-18 08:10:00,98,2683,3,19,0.0689,0.2257,0,0,12,34,67.89,0
TXN007501,S02083,B07319,115.68,Electronics,2024-05-23 10:54:00,93,596,5,4,0.0641,0.0597,0,1,19,44,119.75,0
TXN004415,S02896,B08752,62.3,Electronics,2024-07-02 08:08:00,97,2791,9,5,0.0827,0.0539,0,1,10,38,20.44,0
TXN008139,S02985,B08509,43.18,Home,2024-11-15 03:56:00,99,378,4,24,0.0028,0.0143,0,1,8,43,265.6,0
TXN008661,S02137,B08828,17.16,Home,2024-05-14 05:40:00,95,2491,3,35,0.1321,0.0651,2,1,13,8,9.39,0
TXN008240,S01426,B02077,52.97,Home,2024-02-22 12:03:00,80,3311,4,8,0.0561,0.0933,0,0,14,20,167.09,0
TXN002418,S03477,B05373,98.41,Collectibles,2024-12-02 07:36:00,99,1892,2,22,0.0463,0.0038,0,0,8,25,99.81,0
TXN008772,S01244,B07595,113.09,Electronics,2024-09-18 01:50:00,85,2380,5,7,0.0471,0.0193,0,1,20,20,44.91,0
TXN002237,S03383,B02537,40.97,Sports,2024-08-02 22:48:00,97,1722,4,3,0.0822,0.1488,0,1,21,8,41.91,0
TXN003768,S01335,B01325,7.14,Electronics,2024-12-27 18:28:00,85,1793,1,3,0.0515,0.0242,0,1,13,36,550.38,0
TXN009792,S05104,B09891,398.81,Collectibles,2024-07-31 07:00:00,27,59,68,52,0.6686,0.6159,4,1,22,51,235.7,1
TXN009990,S05836,B09748,250.05,Books,2024-04-18 22:29:00,12,4,29,97,0.7002,0.3705,3,0,3,272,402.92,1
TXN009966,S05939,B09228,1037.14,Collectibles,2024-07-08 10:09:00,41,21,75,108,0.5252,0.2434,0,0,1,215,32.81,1
TXN007324,S04764,B05952,22.12,Electronics,2024-03-16 17:14:00,80,2289,3,33,0.0327,0.0742,0,1,10,18,85.45,0
TXN001384,S02342,B01982,68.17,Electronics,2024-05-07 17:38:00,95,2481,5,20,0.0818,0.1001,0,0,9,44,122.43,0
TXN003102,S04351,B03321,18.99,Collectibles,2024-07-09 09:49:00,82,1357,8,4,0.0831,0.013,0,1,21,7,109.82,0
TXN003922,S02579,B04671,107.84,Home,2024-01-30 07:32:00,88,3028,8,6,0.0648,0.0164,0,1,13,13,62.33,0
TXN006686,S04504,B06609,16.43,Home,2024-02-11 10:35:00,91,3096,4,31,0.0764,0.0698,0,1,11,11,56.98,0
TXN003195,S02540,B06423,133.62,Collectibles,2024-03-11 16:18:00,86,1424,6,13,0.0206,0.0353,0,1,14,30,67.16,0
TXN001942,S03322,B08193,22.89,Electronics,2024-04-09 09:28:00,91,205,2,21,0.0927,0.0229,0,1,10,16,20.53,0
TXN007714,S02960,B05329,9.57,Home,2024-02-12 22:12:00,82,1341,8,37,0.064,0.0086,0,1,10,45,45.27,0
TXN004897,S03784,B04127,216.56,Home,2024-03-29 12:57:00,97,3626,9,32,0.022,0.1313,0,1,14,6,28.16,0
TXN004783,S01299,B02409,39.25,Sports,2024-02-14 15:06:00,98,1824,6,36,0.0686,0.033,1,1,16,4,82.04,0
TXN001497,S03912,B04336,40.37,Clothing,2024-10-08 07:06:00,85,688,2,8,0.0713,0.019,0,1,21,4,34.12,0
TXN001958,S02799,B01207,39.2,Toys,2024-09-23 02:50:00,80,3384,3,30,0.0073,0.0402,0,1,19,29,170.79,0
TXN009172,S05436,B09777,195.44,Electronics,2024-10-27 22:57:00,32,25,57,171,0.5239,0.4525,2,1,5,375,222.47,1
TXN009746,S05985,B09521,36.99,Home,2024-08-15 23:19:00,5,86,64,122,0.5723,0.2677,1,0,0,256,355.86,1
TXN007333,S02494,B05516,35.2,Collectibles,2024-06-09 01:27:00,90,1828,7,19,0.0539,0.0336,0,1,8,48,52.11,0
TXN007950,S04367,B02872,141.38,Electronics,2024-09-17 08:40:00,90,1275,4,10,0.0135,0.0168,0,1,18,20,111.03,0
TXN003018,S02399,B06197,25.84,Electronics,2024-04-13 10:08:00,99,2831,6,15,0.0452,0.0016,0,1,16,19,24.21,0
TXN006747,S02590,B04092,14.15,Collectibles,2024-12-14 19:43:00,91,1579,6,32,0.038,0.1768,0,0,13,17,68.51,0
TXN000514,S02409,B08376,30.2,Home,2024-10-14 10:58:00,99,2038,2,28,0.0702,0.0667,0,0,12,1,76.44,0
TXN003935,S01689,B05834,115.85,Home,2024-04-24 22:14:00,86,1154,9,19,0.0107,0.0644,0,1,21,3,33.16,0
TXN003026,S04189,B02038,16.15,Electronics,2024-03-28 18:35:00,98,3250,1,27,0.132,0.0802,0,0,10,5,36.69,0
TXN001200,S01106,B01865,37.87,Clothing,2024-03-10 09:00:00,99,3160,2,14,0.0282,0.003,0,1,22,4,79.83,0
TXN005029,S01436,B04052,40.66,Books,2024-05-04 21:41:00,88,2378,7,9,0.0112,0.0537,0,1,21,23,5.55,0
TXN009785,S05004,B09794,898.08,Collectibles,2024-04-07 21:51:00,2,65,72,96,0.4538,0.3586,2,1,1,187,91.83,1
TXN000922,S01079,B08610,13.07,Electronics,2024-04-07 00:28:00,81,1599,6,14,0.0329,0.0108,0,1,11,15,18.49,0
TXN004650,S02064,B05076,61.18,Sports,2024-10-15 14:52:00,82,1522,1,5,0.0766,0.1091,0,1,16,2,118.13,0
TXN005333,S02147,B06199,24.26,Collectibles,2024-05-16 10:44:00,90,2397,8,15,0.0537,0.0331,0,1,16,8,19.22,0
TXN001077,S01235,B03757,37.15,Clothing,2024-08-18 11:05:00,84,3293,2,7,0.0689,0.02,0,1,17,43,29.36,0
TXN006769,S04331,B06672,70.81,Books,2024-09-11 12:10:00,83,444,7,4,0.1317,0.0773,0,0,9,48,44.98,0
TXN009411,S05093,B09864,64.38,Collectibles,2024-06-01 10:48:00,54,81,46,135,0.3953,0.395,2,0,0,440,131.77,1
TXN001672,S01428,B02502,99.17,Electronics,2024-04-18 13:47:00,96,1350,8,22,0.0361,0.0225,0,1,14,41,39.4,0
TXN000475,S04963,B08798,93.94,Clothing,2024-11-23 13:44:00,97,753,2,12,0.016,0.0048,0,1,20,41,77.65,0
TXN009187,S05322,B09438,97.31,Clothing,2024-07-23 19:09:00,13,4,68,59,0.6674,0.2956,2,0,2,351,614.18,1
TXN008840,S01527,B07793,92.44,Electronics,2024-06-20 16:37:00,97,2169,4,15,0.0007,0.0229,0,1,21,36,75.72,0
TXN005759,S03536,B03468,83.43,Sports,2024-08-18 20:43:00,95,2557,6,32,0.0333,0.1385,0,1,12,16,9.15,0
TXN006298,S03463,B07645,139.81,Electronics,2024-03-14 15:52:00,86,3462,4,23,0.0121,0.0202,0,1,22,16,9.33,0
TXN002479,S02324,B07412,265.32,Electronics,2024-04-11 15:25:00,84,1115,1,27,0.0594,0.0237,0,1,18,26,30.28,0
TXN005494,S04498,B01671,69.04,Toys,2024-10-03 17:51:00,93,2092,1,8,0.0292,0.0275,0,1,16,39,146.91,0
TXN003915,S04471,B01804,201.91,Home,2024-09-19 20:48:00,87,1420,6,10,0.0059,0.0386,0,1,21,38,40.67,0
TXN002139,S01936,B08382,85.9,Clothing,2024-08-06 20:37:00,95,720,6,19,0.1756,0.1847,0,1,7,48,26.63,0
TXN005455,S04064,B03181,50.85,Clothing,2024-09-20 16:58:00,87,849,1,28,0.0214,0.0666,0,1,19,3,53.15,0
TXN005380,S04173,B07206,26.15,Clothing,2024-04-01 14:29:00,96,573,3,35,0.0152,0.0324,0,1,7,38,22.37,0
TXN008986,S04389,B01786,67.0,Clothing,2024-01-07 20:01:00,84,310,8,34,0.0105,0.0163,0,1,12,15,114.93,0
TXN004024,S02317,B04475,165.98,Clothing,2024-08-12 14:54:00,85,2844,6,33,0.041,0.0907,0,1,20,39,123.95,0
TXN003486,S03992,B08120,77.31,Home,2024-08-11 05:20:00,94,922,9,22,0.0254,0.0323,0,1,12,47,81.81,0
TXN002456,S03773,B05264,28.27,Electronics,2024-10-22 12:05:00,80,1893,5,30,0.1106,0.0263,0,1,14,18,70.05,0
TXN002465,S04788,B04609,45.25,Toys,2024-03-17 10:32:00,80,1010,3,18,0.0555,0.0047,0,0,11,4,51.53,0
TXN008697,S03938,B02934,28.29,Electronics,2024-10-04 01:51:00,93,2795,5,5,0.0416,0.0351,0,1,12,21,54.88,0
TXN001370,S01901,B04337,137.04,Clothing,2024-07-14 04:41:00,89,242,1,9,0.0027,0.0143,0,1,19,31,54.73,0
TXN006689,S02951,B01472,67.51,Collectibles,2024-10-20 00:19:00,82,740,1,28,0.0157,0.0128,0,1,17,43,33.42,0
TXN007457,S01760,B03727,77.12,Electronics,2024-03-03 00:15:00,87,1424,8,32,0.0041,0.0233,1,1,20,23,31.86,0
TXN009975,S05826,B09084,415.81,Electronics,2024-07-21 00:47:00,39,77,75,88,0.7055,0.1889,1,1,3,296,174.63,1
TXN001902,S04619,B03750,81.55,Sports,2024-07-30 19:44:00,81,622,3,34,0.006,0.0311,0,1,13,45,87.34,0
TXN004872,S04825,B06494,19.13,Collectibles,2024-07-29 03:31:00,92,337,8,3,0.0317,0.0203,0,1,9,49,22.98,0
TXN004711,S01442,B04621,34.53,Home,2024-07-09 01:44:00,87,3531,5,16,0.1447,0.0856,0,1,20,10,70.45,0
TXN007887,S03696,B06239,251.17,Electronics,2024-12-07 11:28:00,88,2021,2,36,0.0131,0.1408,0,0,13,33,25.37,0
TXN001794,S02387,B06285,53.3,Electronics,2024-12-24 04:26:00,89,1952,8,16,0.0854,0.1969,0,0,14,47,28.5,0
TXN002875,S01493,B05619,110.31,Electronics,2024-12-11 23:15:00,81,2308,1,22,0.0033,0.0144,0,1,14,29,26.05,0
TXN006218,S03330,B01443,27.92,Home,2024-01-15 00:21:00,93,627,4,26,0.0399,0.0149,0,1,18,26,13.58,0
TXN005214,S03373,B05593,150.35,Home,2024-01-18 20:41:00,85,1634,6,6,0.0116,0.1935,0,1,17,16,117.65,0
